subject,condition,reaction_time_ms,accuracy
1,incongruent,671.467241620897,1
1,incongruent,683.6470715820941,1
1,incongruent,714.9830745905166,0
1,incongruent,713.2281231220942,1
1,incongruent,567.3398379225746,0
1,incongruent,593.7304976050926,0
1,incongruent,680.9021160325196,1
1,incongruent,680.8271570547325,1
1,incongruent,680.9028611783629,1
1,incongruent,881.1638894392833,1
1,incongruent,684.2534306415901,1
1,incongruent,718.133938410836,1
1,incongruent,707.2401058095921,1
1,incongruent,689.0834750783479,1
1,incongruent,631.0838453215792,1
1,incongruent,695.538153229596,1
1,incongruent,603.6304871277457,1
1,incongruent,635.7908835955994,1
1,incongruent,620.8781871302538,1
1,incongruent,654.9124483631794,1
1,incongruent,788.8795140004105,1
1,incongruent,537.9640884444951,1
1,incongruent,691.1756114224709,1
1,incongruent,553.2370477286208,1
1,incongruent,621.684088052634,1
1,incongruent,715.337035818042,1
1,incongruent,653.8568011457278,1
1,incongruent,585.3353133242416,1
1,incongruent,607.081777444402,0
1,incongruent,690.7758649360806,1
1,incongruent,606.1780020969718,1
1,incongruent,662.9875153749185,1
1,incongruent,652.7343103942288,1
1,incongruent,610.903979143651,0
1,incongruent,778.6366453595195,1
1,incongruent,688.0351413390807,1
1,incongruent,528.4914448005436,1
1,incongruent,661.1872588861656,1
1,incongruent,610.2928121138967,1
1,incongruent,701.1460000877735,0
1,incongruent,602.4487556940379,1
1,incongruent,643.1158135119861,1
1,incongruent,680.2992367388274,1
1,incongruent,701.9453116502073,0
1,incongruent,577.9822155766534,1
1,incongruent,629.9299258495431,1
2,congruent,539.4499811493065,1
2,congruent,512.1914167379389,1
2,congruent,525.8197578995631,1
2,congruent,555.7094215262148,1
2,congruent,470.90675900599166,1
2,congruent,645.5432365411276,1
2,congruent,459.6389571100179,1
2,congruent,447.14868323273606,1
2,congruent,589.4866524100041,1
2,congruent,567.4997616377761,1
2,congruent,557.4471890231293,1
2,congruent,557.7007305558568,1
2,congruent,519.2651936291851,1
2,congruent,466.1647377108501,1
2,congruent,524.5482734916236,1
2,congruent,479.37029730927327,1
2,congruent,578.507184005065,1
2,congruent,511.1765571098717,1
2,congruent,470.4701681924493,1
2,congruent,500.7168495008204,1
2,congruent,544.7758872565374,1
2,congruent,486.1765268317615,1
2,congruent,470.6667762660141,1
2,congruent,534.6212326895147,1
2,congruent,534.6979942665233,1
2,congruent,489.58340947773223,1
2,congruent,491.73770166290063,1
2,congruent,533.9229962414581,1
2,congruent,433.1149395101605,1
2,congruent,435.5521735374067,1
2,congruent,476.8933467248538,1
2,congruent,507.1931708972892,1
2,congruent,538.6544539358803,1
2,congruent,608.5213730169731,1
2,congruent,571.4595773921212,1
2,congruent,510.40368820219436,1
2,congruent,518.8590275258387,1
2,congruent,459.84823812173147,1
2,congruent,518.8892118404566,1
2,congruent,502.6804816647917,1
2,congruent,539.3631136202854,1
2,congruent,470.36614338686064,0
2,congruent,551.1607908544703,1
2,congruent,611.9643347801547,1
2,congruent,513.4743910925886,1
2,congruent,544.1027033259365,1
2,congruent,561.4086395026668,1
2,congruent,495.9267716868498,1
2,congruent,533.445548908625,1
2,congruent,520.7555440469077,1
2,congruent,525.8605659129299,1
2,congruent,473.619412968672,1
2,congruent,521.4706104555365,1
2,congruent,549.8798974747269,1
2,congruent,607.0686164677024,1
2,congruent,577.5562495651125,1
2,congruent,649.1909474506933,1
2,congruent,473.95914622671705,1
2,congruent,572.3392382032407,1
2,congruent,531.0005203443011,1
2,congruent,651.3881759930604,1
2,congruent,471.5021028786909,1
2,congruent,469.6166894691534,1
2,congruent,484.03644127335866,1
2,congruent,392.5662565414116,1
2,congruent,488.45469869915433,1
2,congruent,474.45204030677814,1
2,congruent,529.0236271885725,1
2,congruent,540.5053585466296,1
2,congruent,632.5702503529532,1
2,congruent,577.025430291163,1
2,congruent,485.3857806602558,1
2,congruent,466.09511971909853,1
2,congruent,549.5151502903904,1
2,congruent,440.7860075787615,1
2,congruent,629.8875259512612,1
2,congruent,590.7664072432772,1
2,congruent,491.8494608737177,1
2,congruent,417.21192825454733,1
2,congruent,601.2323424499248,1
2,congruent,513.127609284843,1
2,congruent,594.2689787184077,1
2,congruent,424.334340472338,1
2,congruent,484.0374986227736,1
2,congruent,520.314621983091,1
2,congruent,522.8188356258845,1
2,congruent,492.9960717112454,1
2,congruent,557.37099594085,1
2,congruent,455.9427742370443,1
2,congruent,511.4572308987224,1
2,incongruent,684.593417783346,1
2,incongruent,668.6750092726122,1
2,incongruent,834.7328485073142,1
2,incongruent,717.1744946860746,1
2,incongruent,642.3249445111541,1
2,incongruent,592.6675735639744,1
2,incongruent,553.6132207845457,1
2,incongruent,662.2078181520334,0
2,incongruent,604.6189552829418,1
2,incongruent,564.6647774241395,1
2,incongruent,611.2056269454484,0
2,incongruent,585.1071197831363,1
2,incongruent,751.2284981043539,1
2,incongruent,702.898385416967,0
2,incongruent,649.521641521003,1
2,incongruent,738.7966483334015,1
2,incongruent,654.642098458857,1
2,incongruent,598.3229479203042,1
2,incongruent,741.3874446361795,1
2,incongruent,682.3346026210795,1
2,incongruent,587.7652307404126,0
2,incongruent,638.5796793149835,1
2,incongruent,597.4629047969146,1
2,incongruent,567.0320161421398,1
2,incongruent,705.5706528518984,1
2,incongruent,764.5649984282078,1
2,incongruent,566.0859455708515,1
2,incongruent,683.7781542014343,1
2,incongruent,610.9614458526904,1
2,incongruent,620.7724769741183,1
2,incongruent,614.4563645456678,1
2,incongruent,598.160553819211,1
2,incongruent,652.9112976766896,1
2,incongruent,600.1429930153378,1
2,incongruent,666.2274095467903,1
2,incongruent,646.9857134330517,1
2,incongruent,635.6631171880155,1
2,incongruent,595.5461802775042,1
2,incongruent,615.3937201659,1
2,incongruent,695.3234735495454,1
2,incongruent,680.0550312574628,1
2,incongruent,591.346685312087,1
2,incongruent,655.9599383257536,1
2,incongruent,695.0832274023073,1
2,incongruent,549.8356831327177,1
2,incongruent,682.6016115427961,1
2,incongruent,610.2425744632492,1
2,incongruent,684.2359201155896,0
2,incongruent,604.204450607449,1
2,incongruent,541.7070739601288,1
2,incongruent,552.3474537270102,1
2,incongruent,652.885096799683,0
2,incongruent,665.5833501032889,1
2,incongruent,595.7410024937354,1
2,incongruent,688.3155475266424,1
2,incongruent,550.3087962638624,1
2,incongruent,646.035212081161,1
2,incongruent,577.3390280142526,1
2,incongruent,610.8898335318704,0
2,incongruent,652.8439202789848,1
2,incongruent,598.3751980829628,1
2,incongruent,626.9266673462105,0
2,incongruent,710.3775685528665,1
2,incongruent,615.386487828611,1
2,incongruent,700.1415267239086,1
2,incongruent,582.217588720543,1
2,incongruent,681.788250674917,1
2,incongruent,736.494117239474,1
2,incongruent,501.7013299923626,0
2,incongruent,602.1862846717714,0
2,incongruent,684.6243276308325,1
2,incongruent,637.8172768374204,1
2,incongruent,672.2687524022786,0
2,incongruent,613.7608887970507,1
2,incongruent,655.195387248374,1
2,incongruent,640.6593658764752,0
2,incongruent,720.0669236995884,1
2,incongruent,665.2652505980728,1
2,incongruent,670.2561597245121,1
2,incongruent,625.287382032652,1
2,incongruent,620.7436265556504,1
2,incongruent,624.0465087308228,1
2,incongruent,673.6671285426978,1
2,incongruent,624.7409311507843,1
2,incongruent,667.3864914137848,1
2,incongruent,774.5240479187263,1
2,incongruent,702.2674822059015,1
2,incongruent,630.4385880699296,0
2,incongruent,722.0728353298367,1
2,incongruent,625.5154776187069,1
3,congruent,499.8529180425923,1
3,congruent,620.1412915173636,1
3,congruent,504.4245189181837,1
3,congruent,429.81142281291363,1
3,congruent,505.2554161548433,1
3,congruent,503.63658581513977,1
3,congruent,358.1868014235057,1
3,congruent,516.7423080089312,1
3,congruent,506.14392818747933,1
3,congruent,561.7723818888051,1
3,congruent,630.9373656967207,1
3,congruent,587.5939017728655,1
3,congruent,503.86667856671016,1
3,congruent,453.60844547549976,1
3,congruent,674.4015881949916,1
3,congruent,523.5531060408694,1
3,congruent,520.8357575147768,1
3,congruent,518.5524947733998,1
3,congruent,531.8850856460713,1
3,congruent,511.3383752845634,1
3,congruent,485.5802795871858,1
3,congruent,487.1884635255765,1
3,congruent,518.0348037870401,1
3,congruent,487.3945137319741,1
3,congruent,477.2292530393701,1
3,congruent,526.3858136615138,1
3,congruent,504.70136695474866,1
3,congruent,610.2395793149614,1
3,congruent,360.9418114964193,1
3,congruent,585.4904111153477,1
3,congruent,594.7651115498577,1
3,congruent,395.596586055511,1
3,congruent,499.4387443551791,1
3,congruent,497.71354804025253,1
3,congruent,435.54929831693073,1
3,congruent,473.33099874454746,1
3,congruent,453.3654492720503,1
3,congruent,625.1362266054174,1
3,congruent,576.1407035888477,1
3,congruent,596.2933056996495,1
3,congruent,563.3003238425941,1
3,congruent,452.25689372696627,1
3,congruent,488.5287840232136,1
3,congruent,549.3624736736751,1
3,congruent,446.6723314664833,1
3,congruent,562.7799058103433,1
3,congruent,505.5804761105119,1
3,congruent,497.51075154702414,1
3,congruent,562.6575980922095,1
3,congruent,546.6557986891623,1
3,congruent,498.3420300508552,1
3,congruent,589.5597882018549,1
3,congruent,455.13620034400617,1
3,congruent,556.9561364166558,1
3,congruent,555.586075478103,1
3,congruent,501.42721364116056,1
3,congruent,539.5679813345271,1
3,congruent,444.9331854168818,1
3,congruent,575.4416211524141,1
3,congruent,508.9058718134207,1
3,congruent,488.6366187688576,1
3,congruent,582.9405535502134,1
3,congruent,477.7393785674344,1
3,congruent,435.4923222181864,1
3,congruent,426.60224958856577,1
3,congruent,556.3605970807383,1
3,congruent,443.174238850223,1
3,congruent,625.2876509190619,1
3,congruent,395.08423552697667,1
3,congruent,621.7873820974023,1
3,congruent,532.661048032157,1
3,congruent,514.1972132877764,1
3,congruent,487.304854791463,1
3,congruent,543.9481668611243,1
3,congruent,517.7419178545091,1
3,congruent,586.1981129209913,0
3,congruent,526.8536589197224,1
3,congruent,529.0181056877127,1
3,congruent,498.1832672671687,1
3,congruent,516.5832625767359,1
3,congruent,538.4681061335235,1
3,congruent,417.38989644060246,1
3,congruent,439.1088746736572,1
3,congruent,564.5958456413629,1
3,congruent,530.2519262876765,1
3,congruent,508.96099981883924,1
3,congruent,521.1060359839236,1
3,congruent,540.8549023217003,0
3,congruent,487.6144191814383,1
3,congruent,473.3017164758612,1
3,incongruent,651.6991025678277,1
3,incongruent,651.7853683697447,1
3,incongruent,706.2970283585598,1
3,incongruent,619.0373163069576,1
3,incongruent,655.767246616459,1
3,incongruent,622.2634826776974,1
3,incongruent,623.9302263540611,1
3,incongruent,631.4496725918816,1
3,incongruent,663.3280262980228,1
3,incongruent,621.2750827001913,1
3,incongruent,725.3453675344113,1
3,incongruent,596.3235618668298,0
3,incongruent,638.7877013503185,1
3,incongruent,623.6161365035495,1
3,incongruent,736.818673061224,1
3,incongruent,661.7932865906945,1
3,incongruent,711.9106723681181,1
3,incongruent,560.8663776177817,1
3,incongruent,666.0230159521556,1
3,incongruent,703.3778477374062,1
3,incongruent,654.9370393565255,1
3,incongruent,713.9288225039211,1
3,incongruent,618.9626929939777,1
3,incongruent,734.5608464111348,1
3,incongruent,787.933887417155,1
3,incongruent,628.2296863736204,0
3,incongruent,623.2698487159537,1
3,incongruent,737.2030686270621,1
3,incongruent,744.7743287438427,1
3,incongruent,618.6283983708039,1
3,incongruent,624.7887909742485,1
3,incongruent,633.0929234683696,1
3,incongruent,569.3329693379434,1
3,incongruent,594.8808832109481,1
3,incongruent,589.751553994876,0
3,incongruent,603.9321460937523,1
3,incongruent,647.9189067567931,1
3,incongruent,664.0528839521912,0
3,incongruent,743.0300295688446,1
3,incongruent,590.0987575556726,0
3,incongruent,709.059343908595,1
3,incongruent,637.1606693464695,1
3,incongruent,647.032177420854,1
3,incongruent,690.4891695299963,1
3,incongruent,582.636678706262,1
3,incongruent,672.9445847710431,1
3,incongruent,659.9871324927834,1
3,incongruent,679.5470758404889,1
3,incongruent,667.3501186344691,1
3,incongruent,797.3180083946536,1
3,incongruent,611.7356009449211,0
3,incongruent,618.1401826998909,0
3,incongruent,612.6115684145142,1
3,incongruent,616.6713728503847,1
3,incongruent,611.7567723616089,1
3,incongruent,721.3409918664531,1
3,incongruent,735.2302548793913,1
3,incongruent,615.7552223750314,1
3,incongruent,600.0586656137463,1
3,incongruent,678.2849333831842,1
3,incongruent,616.8666173431417,1
3,incongruent,687.9759090653306,1
3,incongruent,662.175381251078,1
3,incongruent,559.055353100166,0
3,incongruent,742.8503120798036,1
3,incongruent,757.7526603857314,1
3,incongruent,613.2326785709369,1
3,incongruent,626.737906403841,1
3,incongruent,667.1519234434943,1
3,incongruent,670.0674073992215,1
3,incongruent,689.5126563603699,1
3,incongruent,770.6122723259809,1
3,incongruent,639.383166350357,1
3,incongruent,602.1021653276928,1
3,incongruent,567.2408463191284,0
3,incongruent,606.1441976034848,1
3,incongruent,648.0123816275722,1
3,incongruent,757.6734718110672,0
3,incongruent,618.9433220578297,1
3,incongruent,663.4272770983339,1
3,incongruent,649.0146262356349,1
3,incongruent,721.303596406885,1
3,incongruent,801.6159455524173,0
3,incongruent,618.1478736247808,1
3,incongruent,620.6336334489067,0
3,incongruent,712.6496526241443,1
3,incongruent,690.9134893775787,1
3,incongruent,760.802439544162,1
3,incongruent,685.0356911195578,1
3,incongruent,628.4424745527764,1
4,congruent,515.0709292964459,1
4,congruent,587.0377498952877,1
4,congruent,540.5635207826623,1
4,congruent,547.405193149227,1
4,congruent,554.1860368139322,1
4,congruent,546.8625136010389,1
4,congruent,558.5633655920526,1
4,congruent,599.7491518079459,1
4,congruent,531.7912701820882,1
4,congruent,562.5402254553107,1
4,congruent,514.6158583427664,1
4,congruent,606.4070329269683,1
4,congruent,479.4164618764438,1
4,congruent,628.056425974649,1
4,congruent,517.5905229613394,0
4,congruent,434.1534938729171,1
4,congruent,527.6862648946474,1
4,congruent,479.13690055150715,1
4,congruent,570.4386129393234,1
4,congruent,480.8425612418565,1
4,congruent,493.2289940071132,1
4,congruent,406.6275561432681,1
4,congruent,492.8616208450554,1
4,congruent,374.5672404022626,1
4,congruent,424.9658305908566,1
4,congruent,565.6248793686578,1
4,congruent,567.1480095190499,0
4,congruent,545.5274537070978,1
4,congruent,461.9814314122472,1
4,congruent,517.1373186314812,1
4,congruent,519.7838476545659,1
4,congruent,450.4981186484474,1
4,congruent,610.2038981060291,0
4,congruent,572.6417374345402,1
4,congruent,506.74214957022014,1
4,congruent,521.6131503396718,1
4,congruent,532.5029684768532,1
4,congruent,397.4959078945426,1
4,congruent,505.1693570487642,1
4,congruent,479.08094512013207,1
4,congruent,459.90279940630506,1
4,congruent,503.1339824268427,1
4,congruent,627.8611916109713,1
4,congruent,558.4505716760206,1
4,congruent,485.7292606130322,1
4,congruent,554.3549668813695,1
4,congruent,603.9613261951602,1
4,congruent,575.4780209747661,1
4,congruent,523.5778221952105,1
4,congruent,481.1837933376656,1
4,congruent,561.8933988168154,1
4,congruent,543.609123125305,1
4,congruent,573.711593201664,1
4,congruent,558.1103081009181,1
4,congruent,582.9731629191601,1
4,congruent,487.88588730636593,1
4,congruent,599.0436439380595,1
4,congruent,531.855976281544,1
4,congruent,644.5156523575159,1
4,congruent,478.64873091462596,1
4,congruent,624.157828189915,1
4,congruent,531.8746470077589,1
4,congruent,480.9149197831331,1
4,congruent,490.9668499567407,1
4,congruent,500.7791615083408,1
4,congruent,545.449956784115,1
4,congruent,551.3701292821299,1
4,congruent,485.5779997636853,1
4,congruent,518.538724464341,0
4,congruent,648.5362215167117,0
4,congruent,623.6525902060426,1
4,congruent,546.1794201804419,1
4,congruent,522.280208690092,1
4,congruent,527.2018796030957,1
4,congruent,556.811078363825,1
4,congruent,458.63244608809566,1
4,congruent,504.5574077545993,1
4,congruent,419.8849555673446,1
4,congruent,543.9533873563167,1
4,congruent,558.8317563821645,1
4,congruent,491.00881226203757,1
4,congruent,614.439205797402,1
4,congruent,446.4540602198595,1
4,congruent,432.1375071874108,1
4,congruent,533.4671091135983,0
4,congruent,582.8258981567293,1
4,congruent,621.0356614874721,1
4,congruent,492.4669442278636,1
4,congruent,584.7208500058778,1
4,congruent,517.6894918299575,1
4,incongruent,702.2040638413253,0
4,incongruent,679.7409132783563,1
4,incongruent,659.0251343086146,1
4,incongruent,671.8976601479735,0
4,incongruent,794.2049351142965,1
4,incongruent,646.5428721779849,1
4,incongruent,662.065942802898,1
4,incongruent,713.0392637604567,1
4,incongruent,716.3315559774791,1
4,incongruent,721.2218183336228,0
4,incongruent,688.3238133217511,1
4,incongruent,581.419705236171,1
4,incongruent,748.0058919380658,1
4,incongruent,581.2192764188787,1
4,incongruent,668.158127914342,1
4,incongruent,604.7434489988385,1
4,incongruent,646.1516992044204,1
4,incongruent,669.7257446182089,1
4,incongruent,669.2814329270163,1
4,incongruent,675.315245254117,1
4,incongruent,746.8226761435188,1
4,incongruent,677.2120580908388,1
4,incongruent,635.350601882561,1
4,incongruent,707.8452300973014,1
4,incongruent,721.3682293354784,1
4,incongruent,576.3435310917805,1
4,incongruent,685.8440041909914,1
4,incongruent,692.0703645386538,1
4,incongruent,632.1461897984004,1
4,incongruent,732.5424087986971,1
4,incongruent,640.9966647780484,1
4,incongruent,657.5345872082926,1
4,incongruent,639.6156905429679,1
4,incongruent,650.9347428548881,1
4,incongruent,584.2234947862879,0
4,incongruent,563.5969470443423,1
4,incongruent,745.6703037934983,1
4,incongruent,599.1823191009004,1
4,incongruent,590.5164590326216,1
4,incongruent,520.7965931837771,1
4,incongruent,611.6622951386298,1
4,incongruent,570.6146123955501,0
4,incongruent,748.5209096081821,1
4,incongruent,710.589025360558,1
4,incongruent,608.7109792893366,1
4,incongruent,785.1461483206585,1
4,incongruent,708.9059292194956,1
4,incongruent,630.5101169894826,1
4,incongruent,500.0356571075856,1
4,incongruent,787.4565543554445,0
4,incongruent,566.6256519941842,1
4,incongruent,551.2760751825865,1
4,incongruent,711.3542259205784,1
4,incongruent,796.3851443803563,1
4,incongruent,733.0563691106311,1
4,incongruent,683.8345472031416,1
4,incongruent,685.6852604999171,1
4,incongruent,701.2049335268184,1
4,incongruent,695.5357153872059,1
4,incongruent,666.8714854381625,1
4,incongruent,656.2520662371126,0
4,incongruent,646.2444123260286,1
4,incongruent,604.7621246679994,1
4,incongruent,633.1594953879935,1
4,incongruent,548.4225911482769,1
4,incongruent,644.099622392315,1
4,incongruent,590.684533570945,0
4,incongruent,583.7846409670537,1
4,incongruent,660.7936490692088,1
4,incongruent,733.520137180676,1
4,incongruent,705.0989963601388,1
4,incongruent,555.7699637826094,1
4,incongruent,590.6223118057798,1
4,incongruent,706.446271279293,0
4,incongruent,591.0507563877014,1
4,incongruent,636.5220110001785,1
4,incongruent,683.0031259414732,1
4,incongruent,591.8993327081819,1
4,incongruent,656.3225303687576,1
4,incongruent,569.9584703049077,1
4,incongruent,613.9179413629272,1
4,incongruent,669.1869160485522,1
4,incongruent,554.4203759880999,1
4,incongruent,676.428484277624,1
4,incongruent,648.8217320643992,0
4,incongruent,683.1493972650288,1
4,incongruent,663.4348480438797,1
4,incongruent,731.8484257984306,1
4,incongruent,657.5134701588744,0
4,incongruent,624.2356675324849,0
5,congruent,592.785861998751,1
5,congruent,528.5030148183943,1
5,congruent,659.1597723989016,1
5,congruent,543.5990703636623,1
5,congruent,531.5229469894019,1
5,congruent,501.4530121478499,1
5,congruent,528.012454286937,1
5,congruent,510.85180981716735,1
5,congruent,562.4865206013154,1
5,congruent,577.402139007675,1
5,congruent,472.840632369523,1
5,congruent,440.1260227865333,1
5,congruent,409.8276776138022,1
5,congruent,550.4794796147526,1
5,congruent,453.7980036295676,1
5,congruent,390.826564422851,1
5,congruent,543.3147162718578,1
5,congruent,669.5799710459675,1
5,congruent,519.6357453076064,1
5,congruent,570.3094464670985,1
5,congruent,524.909761512854,1
5,congruent,514.0666208085314,1
5,congruent,575.1445889792661,1
5,congruent,502.58352734868095,1
5,congruent,536.0435388443142,1
5,congruent,539.3018683717609,1
5,congruent,479.91457278141706,1
5,congruent,579.5225409721913,1
5,congruent,509.5024145982755,1
5,congruent,474.6552904304293,1
5,congruent,552.1905906142242,1
5,congruent,466.09192109253775,1
5,congruent,521.6908694421477,1
5,congruent,519.4528602013478,1
5,congruent,585.1537339498947,1
5,congruent,548.4818939727971,1
5,congruent,518.4983824752914,1
5,congruent,569.0659779520172,1
5,congruent,603.4124529410389,1
5,congruent,553.4686183811117,1
5,congruent,520.6211571906028,1
5,congruent,441.28982605899046,1
5,congruent,456.0931802154777,1
5,congruent,501.68651773871994,1
5,congruent,483.429267870443,1
5,congruent,508.78172182087326,1
5,congruent,523.3989954938264,1
5,congruent,551.7815652614039,1
5,congruent,515.7700733164545,1
5,congruent,549.1900986295722,1
5,congruent,523.8684648886073,1
5,congruent,401.47200601876773,1
5,congruent,463.63987637087473,1
5,congruent,511.35474665670307,1
5,congruent,447.41831542953355,1
5,congruent,555.9957237997722,0
5,congruent,611.8450499406218,1
5,congruent,593.125711101839,1
5,congruent,507.19342774418755,1
5,congruent,609.4435682109971,1
5,congruent,528.9200474321267,1
5,congruent,499.77484173291765,1
5,congruent,483.19584018754364,1
5,congruent,501.8518188107123,1
5,congruent,496.7093908875263,1
5,congruent,530.2249733425292,1
5,congruent,529.6344388629918,1
5,congruent,520.1827612092048,0
5,congruent,546.216290184781,1
5,congruent,591.4387764871805,1
5,congruent,576.9732481264795,0
5,congruent,430.9061218930058,1
5,congruent,366.76473190588274,1
5,congruent,576.0591946743564,1
5,congruent,437.9872780950747,1
5,congruent,506.514075886439,1
5,congruent,449.79321843643845,1
5,congruent,411.8811737451988,1
5,congruent,552.4877636922873,1
5,congruent,565.5493096181588,1
5,congruent,485.40937595639684,1
5,congruent,364.5374624713054,1
5,congruent,487.225333104851,1
5,congruent,543.5082403241528,1
5,congruent,431.2653058735523,1
5,congruent,531.0015951867493,1
5,congruent,519.0814090496202,1
5,congruent,554.7574899760652,1
5,congruent,527.1748221048492,1
5,congruent,461.61586354710664,1
5,incongruent,701.6284093015847,1
5,incongruent,615.0153536858637,1
5,incongruent,639.9726971728153,1
5,incongruent,666.954797029298,1
5,incongruent,635.0785324289872,1
5,incongruent,746.4407345611995,1
5,incongruent,679.4584970982951,1
5,incongruent,694.0926671629891,1
5,incongruent,689.7728761200448,1
5,incongruent,720.4084314491195,1
5,incongruent,660.8612935222225,1
5,incongruent,572.1900831226492,1
5,incongruent,673.9812771051585,1
5,incongruent,610.9185863724903,1
5,incongruent,618.2829990950146,1
5,incongruent,685.1818411253056,0
5,incongruent,724.2969842860182,1
5,incongruent,651.2762946041637,1
5,incongruent,668.5299807559378,1
5,incongruent,752.1328966781143,1
5,incongruent,664.4451907693141,1
5,incongruent,806.1009868508237,1
5,incongruent,683.9305787378927,1
5,incongruent,544.3542344506509,1
5,incongruent,695.2004972662719,1
5,incongruent,672.8695030929666,1
5,incongruent,727.3851652449647,1
5,incongruent,690.3908810761975,1
5,incongruent,641.6926409609736,1
5,incongruent,576.5421058226381,1
5,incongruent,637.4586045628384,1
5,incongruent,598.968772747442,1
5,incongruent,615.1685930117167,1
5,incongruent,685.3147042652366,1
5,incongruent,750.1942702610844,1
5,incongruent,673.6802917893789,1
5,incongruent,578.247016277889,0
5,incongruent,676.6761600932084,1
5,incongruent,721.7978891987391,1
5,incongruent,613.413025740837,1
5,incongruent,641.958969999625,1
5,incongruent,650.8812916837518,1
5,incongruent,602.9061012150656,0
